"Data Source","World Development Indicators",
"Guatemala","GTM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4806851423724","17.7517913078306","15.8312193134152","13.6225081203374","13.1619490409219","11.404999017517","11.2418328744629","11.3452176738095","11.2801678443371","13.4701885924417","16.9838230125753","19.9465029708468","18.3935998236588","20.7110409025044","21.7859462482716","21.2624787691045","21.8766766186978","21.6355733852413","20.0539449933996","23.0172340649543","24.4197869377335","24.1625898129509","24.3112735898706","25.2099496228498","23.6473898557166","23.5727353920286","22.9888860636439","","","","",
"Guam","GUM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9518598018913","39.7644823256812","41.8319089461429","41.6619843697433","44.170732615645","46.4707406035547","47.3963536389071","47.5888862307346","48.9463065847426","46.7835716580193","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2275932588452","75.4756911822891","86.1135084926753","83.3187399925561","85.992334767359","74.8238105500958","67.0621287308027","63.8329711386333","66.3856366282032","60.8047611942673","59.0170403995142","58.713655995497","59.3667252174697","62.7110186964205","64.9063240885857","67.9689618884848","68.6480786295858","71.9873543967243","80.2299576419677","80.3669352530889","89.5576131236036","93.4059384440794","93.9626297253434","97.7188750241355","95.3124700803407","95.4654008951087","","","","",
"IBRD only","IBD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7414523316285","40.2756295663842","42.7093574260874","37.4975968521644","36.5705901605804","30.8043248823304","23.92314220907","72.4853185253111","55.2040876648634","45.2079671076106","","","32.2241265309989","29.7173962466428","","","","","34.2250282105616","29.997306381567","26.1661592780012","24.8651446692594","25.0344008432508","27.7819272178664","27.4216121994064","30.309126137804","31.366190714778","","","","",
"IDA only","IDX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7832537948949","50.0100803583574","49.6809013594637","51.7598082886747","49.5942827032795","47.4916413020425","45.7233077028079","50.3654361263116","50.3192181732305","51.3529514384148","55.0042464956842","59.0179097968845","62.5527712950592","62.1900538962691","62.5929767433885","62.2265261005164","59.6667302759413","57.4975363893642","57.2922142809949","55.2564461120573","51.5919103004572","51.5565401539846","50.6780305618952","50.3118273627008","","","","","","","",
"Not classified","INX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0875186797786","49.2257643023467","38.9027901825165","35.0545052787811","33.7578378190564","32.4293906063179","30.9138796056877","30.788487597016","27.0425378520392","26.9733505659467","46.8075000260693","66.6970216539395","82.602457399111","112.471687802544","130.084311877557","131.578729853816","121.293079983429","88.521848466012","84.829553469801","","","","",
"Iran, Islamic Rep.","IRN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7368722825666","28.078286347398","","","","",
"Iceland","ISL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8694677887706","31.2681629246769","37.5923714647808","42.9971244448792","44.0383078792046","46.2750998108125","45.624488796567","68.3635195514181","63.2480917125178","59.2265118973647","58.4005058411394","60.5010377730781","56.4432222083515","54.5175092139523","48.2467536545861","38.179908721311","42.9037317051575","40.7822909412261","77.9389086221161","96.9238548239004","102.420154594979","109.350163633176","108.465525391513","","","","73.5278299561053","","","","",
"Israel","ISR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.365029879699","123.293443930226","119.518376158027","117.154971558184","108.394855880148","104.342611148372","102.743940300224","97.2962201804636","98.2074007317079","91.48678666357","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.4230881304663","77.4636590311685","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.741327638319","232.832210578933","123.606951339215","112.197175107941","94.6607428923022","83.8611841763719","72.2521952357009","73.7000090787124","81.6705597000984","88.9636436472209","98.3341557109605","117.535033564029","127.777467033609","127.433255587593","122.008068595913","121.00247616654","117.698811478754","112.989990199089","120.339824591656","134.678769793404","136.224334891016","133.978459775192","137.934669887058","135.900468178003","132.427374548077","124.659191868551","122.6662661827","","","","",
"Jordan","JOR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.799599970243","129.999661933739","152.590890012204","125.613252736486","116.419016312888","105.065237210427","106.221100182938","100.380576515134","101.17186762596","99.9159494888309","93.7150185142276","90.8256482983082","85.0745468121151","88.9180503307396","89.0247017437035","79.9519239759384","72.6251637040321","69.9589120189815","55.0660525784129","59.2214667137254","59.7710843198534","60.42177197003","65.3506139805649","73.723812162889","77.7139916154773","","74.0718607324365","","","","",
"Japan","JPN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8940705476198","38.8540514210138","39.6306840562215","42.8988210970924","56.0436832565129","61.735523177919","66.4992604699558","74.1426679210136","81.5738479937273","91.9963136854332","100.460883301121","104.441334212866","113.602204865169","124.032485792123","129.874172065938","130.462680450451","130.828972913551","134.218175238796","140.413434816734","158.874629469603","162.296406603406","177.960942881533","186.02541795533","188.88147596982","194.42805268197","197.284422677265","196.581694044783","","","","",
"Kazakhstan","KAZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.52296325134078","8.80131007226425","10.4981138465889","10.8406391538642","12.6469696266918","19.307916061599","16.7692758640144","","","","",
"Kenya","KEN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8893270176244","72.4565575830671","60.4735108680683","","","","",
"Cambodia","KHM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2688095806907","92.3085420315927","90.828054331704","92.3212291448103","84.6595513561046","97.046322814295","95.7388590613953","104.312534976204","107.436929343325","105.318961027197","99.8833937958096","69.9085732935225","59.902696455775","","","","","","",
"Korea, Rep.","KOR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44280156883706","10.242860165184","9.99384594985674","9.20041893348368","8.1789368617001","7.21688976925724","6.86298018400292","8.6798604727881","","","","","","","","","","","","","","","32.4090205799357","34.9298593014974","36.5002640215506","37.4929571097141","38.0655141568922","","","","",
"Kuwait","KWT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9088659793814","106.957053807029","128.641269114899","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7306088407006","20.8452774715178","","","","","","","","",
"Libya","LBY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8776806989674","40.0705394190871","50.0329218106996","48.5183795948987","49.5833333333333","52.0352250489237","47.1957374440562","45.2980532065982","41.6345301264286","43.3977023635892","45.7221525523083","49.5318232805065","55.1277611326325","56.9229597331723","57.5776434686772","","","","","","",
"Latin America & Caribbean","LCN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5806255127663","98.4833957754233","95.3619119503954","96.7978140982655","94.8553232346257","94.6498205974494","92.343984335944","86.105931670321","89.1958239111343","95.1081546127673","96.9040326453759","103.219274149885","105.524990754701","102.270712023476","102.328536698869","90.6049131149854","88.6994841221229","84.9944169483341","","86.063491912486","71.585318439823","71.1081093769161","68.710394650639","70.8211060610562","71.332798378903","77.6503941209344","","","","","",
"Lower middle income","LMC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43434946546257","1.88995382467153","2.53287327094196","2.80255426204079","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.02152038159077","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.1967599759139","62.0674162757784","70.9378689831812","74.12313156115","69.8259155220588","68.3949152787535","","64.4624151446094","61.1859346067606","61.6171338240012","","","54.0303385454133","","","59.2699927731566","54.80562992585","50.9355551094158","45.4427659043265","47.5036306769826","50.9624992353025","55.6277203238232","","","","","","","","","",
"Monaco","MCO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6286611371025","40.1231820920436","48.0869353115827","82.8327822731422","77.8984533931353","73.0188685605433","60.7746432557048","59.5592506390136","52.5337629892465","51.9542957042957","32.4251035801551","29.1792912365375","23.239565787011","18.4425161310829","27.6322264363496","21.9325613610474","19.7666738542045","20.3471393261885","19.9179521087551","20.8265355816666","21.2695199753568","31.8856692606523","","","","",
"Madagascar","MDG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7823377634974","35.5734695506425","41.6154638148062","45.5515611288816","44.2117002448663","47.3520580907562","43.0352763629504","39.670387725631","40.9867359654762","40.126298421858","40.8644099852265","31.2308703408131","33.5908378331301","30.3523770936084","27.2730426643921","33.9271150397616","29.5408843071306","29.1842777540108","30.3431523048305","46.1935516743923","54.8854181471638","57.2981206101706","","","","","","","","","",
"Middle East & North Africa","MEA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6268573934833","38.2182364854974","28.1470540238128","20.3751277473288","28.1564317988895","32.4583813750253","25.166017817526","20.6491358972825","22.2436286767288","20.485055142091","19.0694868180981","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5004296839798","64.8218011683268","64.9282951221813","52.6778940883521","48.6065176831362","42.0613231018063","49.8745570267936","47.2545503890583","48.8868741473805","","","","",
"Middle income","MIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.911699356094","52.9265857269406","56.8779064413714","66.640517062744","69.8052683972446","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.621673383358","41.4415301033198","51.434529837839","37.0712826765271","49.4796320305737","54.6275786922475","71.5753340452053","83.9144976966664","78.41832770873","69.0997980938579","","95.7255313439215","","","50.4944776193297","43.5140123874587","","59.507115138108","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.650354969574","39.9249411464254","31.9560090496516","30.2257647898028","31.1625445386685","32.8686059430308","35.7506763503128","35.8235591774207","33.5950566069207","31.4104722423048","32.1174433121121","30.1952878006227","39.8174938166736","44.7373479847505","39.0633699371909","41.6926948302421","38.0288957688338","34.6934497337497","33.6988749498688","36.5564718463374","36.7873761596586","35.5204190571818","36.5088808021811","","","","","","","","",
"Malawi","MWI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2734146419207","28.0301095494911","27.4257346508333","41.4204771686525","36.2569334751656","40.6328150545127","39.5422371324465","55.1578705122511","48.659564238322","","","",
"Malaysia","MYS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5366179323318","73.3193215120926","64.3772978856134","55.6918359524722","47.6197297670635","41.0697028403447","","","","","","","43.047339208221","45.0766412986635","45.6966383151073","42.0675597614326","40.5883961366256","40.0881257702829","39.7997028374607","50.8357455983458","49.5598230655171","50.0286816425423","51.6464316160996","52.9992519246741","52.6758487332831","53.5744697326154","51.8905275342534","","","","",
"North America","NAC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.128400199944","40.933943570707","44.0615972806026","46.0501444176036","48.2461403335599","47.3534821707435","47.2095352870886","46.7417685500108","44.1174698332784","41.1291489790385","37.7292772729571","33.263120248676","15.1658484819226","53.831020656133","56.2416463518739","56.6783896767545","56.5499612625269","55.4711368300526","55.7459714474528","64.0622298869459","76.1779363289699","85.4642738610747","90.0547850215033","94.163413471203","96.0756025370965","96.3424846931573","96.8191887999694","98.9759928287806","","","","",
"Namibia","NAM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9935714485796","15.8082771032135","16.9449717307022","23.1056935631209","20.6630598051069","24.3840166437634","23.8996186358754","","","","","","",
"New Caledonia","NCL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.80317756254","55.2895619055443","56.0887318613016","56.5313878799914","54.294442653549","","","","","","","","","","","","","","","","","","","","","","","","","","",
